Section Name,Question Text,Response,Brand
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"Brake pads, filter boxes & wiper blades",K
Condition of Shipments,What three product types tend to have the most damages to the product?,"I really don't see much damage to the product. Sometimes an item made of plastic might have a broken ""tab"".",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",under-pick,K
Condition of Shipments,What three product types tend to have the most damages to the product?,"bumpers,headlamps and hoods",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",received parts from other dealers,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"bumpers, headlamps and taillamps",K
Condition of Shipments,What three product types tend to have the most damages to the product?,"bumpers, sheet metal, heavy sheet metal",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,ANYTHING NOT SHIPPED IN A BOX,K
Condition of Shipments,What three product types tend to have the most damages to the product?,BUMPERS,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",UNDERPICKS,K
Condition of Shipments,What three product types tend to have the most damages to the product?,"MOULDING,BUMPERS,WINDSHIELDS",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","mispicks ,different dealership, used parts ,",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"MOULDING,BUMPERS,WINDSHIELDS",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,fenders bumpers  Metal panels,K
Condition of Shipments,What three product types tend to have the most damages to the product?,fenders bumpers  Metal panels,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",not receiving all parts as promised,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",SMALL PARTS,K
Condition of Shipments,What three product types tend to have the most damages to the product?,DOORS,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,DOORS HOODS TAILGATES,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPACKAGED,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BUMPER COVERS , SHEETMETAL PARTS.  WOODEN CRATED PARTS",K
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPER COVERS, ROOF PANELS, DOOR GLASS",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",wrong quantity,K
Condition of Shipments,What three product types tend to have the most damages to the product?,Transmissions Carrier assy,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,Pallet shipments  Overnight shipments Some regular stock shipments,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",under picks,K
Condition of Shipments,What three product types tend to have the most damages to the product?,bumper covers,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,basically any part that is put in a tote with heavy parts  brake pads get put in a tote with other parts  the totes get thrown around and the brake pads beat up everything else in the tote for 1 example,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,Wheels/Cat. Manifolds/Hoods,K
Condition of Shipments,What three product types tend to have the most damages to the product?,GLASS........BODY PARTS.......SOME ENGINE PARTS,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,GLASS.....BODY PARTS.....SOME ENGINE PARTS,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",receive parts for different dealership,K
Condition of Shipments,What three product types tend to have the most damages to the product?,bumpers lamps mouldings,K
Condition of Shipments,What three product types tend to have the most damages to the product?,"Bumper covers, molding pieces",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,Molding pieces.  The one that comes to mind was a wheel flare that was shoved into a box too small for it.  Damage was hard to determine who cause it though since it was delivered to a dealership in Harrisburg and took 5 total days to show up here.,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",underpicks,K
Condition of Shipments,What three product types tend to have the most damages to the product?,"absorbers, bumpers and metal pieces not packaged at all",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",No to common at all,K
Condition of Shipments,What three product types tend to have the most damages to the product?,sheet metal  head lamps,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,to thin of boxes,K
Condition of Shipments,What three product types tend to have the most damages to the product?,COLLISION PARTS; SHEET METAL BENT,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"hoods, windshields, doors, bumpers",K
Condition of Shipments,What three product types tend to have the most damages to the product?,"hoods, windshields, doors, bumpers",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","shortages, NO PACKING LIST EVER, wrong dealer",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,Engines Alternators/Compressors Glass,K
Condition of Shipments,What three product types tend to have the most damages to the product?,Engines Alternators/Compressors Glass,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",under picks,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,oil filters larger boxes,K
Condition of Shipments,What three product types tend to have the most damages to the product?,sheet metal windshields,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",under pick/shortages,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"windshields, engines, air filters",K
Condition of Shipments,What three product types tend to have the most damages to the product?,"Roof mouldings, door shells, and hoods.",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Lost parts tend to be the major problem I am seeing.,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,MOLDINGS AND SHEET METAL,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",RECEIVE PARTS FOR OTHER DEALERS-BUERKLE HYUNDAI,K
Condition of Shipments,What three product types tend to have the most damages to the product?,MOLDINGS AND SHEET METAL,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICKS,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BUMPERS,MOULDINGS,SHEET METAL",K
Condition of Shipments,What three product types tend to have the most damages to the product?,SAME AS ABOVE,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",RECEIVING PARTS FOR OTHER DEALERSHIPS,K
Condition of Shipments,What three product types tend to have the most damages to the product?,"SHEETMETAL PRODUCTS, ABSORBERS, WINDSHIELDS, HEADLIGHTS",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"WINDSHIELDS FROM NON FACING PDC'S, STRUTS-SHAFT COMES THROUGH TOP OF BOX, DOORS",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","PARTS GOING TO OTHER DEALERS, INCORECT LABELS ATTACHED TO DIFFERENT PART",K
Condition of Shipments,What three product types tend to have the most damages to the product?,"HEADLIGHT,TAILIGHT, QUATER PANELS",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BUMPER PARTS THAT DON'T NEED PAINTING,BUMPER LIPS  WHEEL OPENING MOLDING,",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"DOORS, TRUNK LIDS. BUMPER COVERS",K
Condition of Shipments,What three product types tend to have the most damages to the product?,DOORS. TRUNK LIDS. BUMPER COVERS,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICK,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISS PICKS OR SHIPPING ERROR WRONG DEALERSHIP /,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",receive parts for different dealership,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BUMPERS, HEADLIGHTS, UNBOXED PLASTIC PIECES",K
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPERS, HEADLIGHTS, UNBOXED PLASTIC PIECES",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,BUMPER COVERS HOODS DOORS,K
Condition of Shipments,What three product types tend to have the most damages to the product?,GLASS SHEET METAL EXHAUST PIPES,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICKS,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"hoods, fenders, brake pads",K
Condition of Shipments,What three product types tend to have the most damages to the product?,"tail lights, Engines, electrical connector ends on misc. parts",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",very little of all. is becoming rare but once in a while there is a mistake of all the above,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",shortages,K
Condition of Shipments,What three product types tend to have the most damages to the product?,"sheet metal, bumpers, large items",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"Sheet metal, bumpers, large items",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"bumpers trunks, roofs",K
Condition of Shipments,What three product types tend to have the most damages to the product?,"roofs, bumpers, trunks",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",receive parts for a different dealership,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BUMPER COVERS, RADIATOR SUPPORTS, INNER QUARTER PANELS.",K
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPER COVERS, RADIATOR SUPPORTS, INNER QUARTER PANELS",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",SHORTAGES,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",DIFFERENT DEALERSHIPS PARTS,K
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPER COVERS, FENDERS, HEAD LIGHTS/TAIL LIGHTS",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"OIL FILTERS, FENDERS, HEAD LIGHT/TAIL LIGHTS",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"bumpers, roof panels, wind shields",K
Condition of Shipments,What three product types tend to have the most damages to the product?,"bumpers, roof panels, windshields",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",mis packaged parts,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICKS,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,LOOSE PARTS,K
Condition of Shipments,What three product types tend to have the most damages to the product?,LOOSE PARTS,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"bumpers, sheet metal, and computer hardware",K
Condition of Shipments,What three product types tend to have the most damages to the product?,bumpers sheet metal and hardware,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","parts not delivered, or delivered to the wrong dealership",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICKS OVER-PICKS,K
Condition of Shipments,What three product types tend to have the most damages to the product?,CONDENSER MOULDING,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,OVERSIZE BOXES,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",both received parts belonging to someone else and over picks,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,ANY SHEET METAL,K
Condition of Shipments,What three product types tend to have the most damages to the product?,ANY SHEET METAL,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",DONT SEND PARTS/ DONT SEND PACKING LIST,K
Condition of Shipments,What three product types tend to have the most damages to the product?,body panels,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",wrong part in box,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,accessories and body panels,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",RECEIVE PARTS FROM DIFFERENT DEALERSHIPS,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,MOULDING  BUMPERS BODYPARTS,K
Condition of Shipments,What three product types tend to have the most damages to the product?,BODY PARTS,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Short orders.,K
Condition of Shipments,What three product types tend to have the most damages to the product?,Hoods.  Door panels/skins.  Mufflers.  trunk lids.,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",ATLANTA,K
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPERS, SHEET METAL, LAMPS",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BUMPERS , SHEET METAL, LAMPS",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,DISPLAY PACKAGES A/C COMPRESSORS***HEAVY ITEMS IN WHIMPY BOXES (POOR STABALIZING MATERIALS INSIDE THE BOX),K
Condition of Shipments,What three product types tend to have the most damages to the product?,BUMPERS AND BODY PANEL PARTS,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",RECEIVE PARTS FOR OTHER DEALERSHIPS PICK LABELS NOT MATCHING ITEMS PICKED,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,bumpers lamps and mouldings,K
Condition of Shipments,What three product types tend to have the most damages to the product?,"windshields, window and door mouldings",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",none,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,starters and alternators only,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Mispicks,K
Condition of Shipments,What three product types tend to have the most damages to the product?,"Glass, sheet metal, big plastic parts",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"Glass, sheet metal, big plastic parts",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",RECIEVING PARTS FOR OTHER DEALERSHIP OR MISSING PARTIAL ORDERS,K
Condition of Shipments,What three product types tend to have the most damages to the product?,"CRACKED GLASS, BROKEN BUMPERS OR BENT FENDER",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"CRUSHED BOXES, RIPPED BOXES OR NOT TAPED CLOSED WELL",K
Condition of Shipments,What three product types tend to have the most damages to the product?,glass any sheet metal and bumpers,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",different dealership,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,anything in cardboard,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,LOOSE PIECES,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",SHORTAGE I WOULD  SAY BUT 90 PERCENT IS LANTERS FAULT FROM WHAT I CAN TELL,K
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPERS, SHEET METAL, MOLDINGS",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,a/c compressors starters engines (both short and long blocks),K
Condition of Shipments,What three product types tend to have the most damages to the product?,bumpers soft trim plastics windshields,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",mispicks,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",PARTS FOR OTHER DEALERSHIPS,K
Condition of Shipments,What three product types tend to have the most damages to the product?,"SHEET METAL, MOLDINGS, GLASS",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"SHEET METAL, MOLDINGS, GLASS",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",under picks,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,collision parts,K
Condition of Shipments,What three product types tend to have the most damages to the product?,collision parts,K
Condition of Shipments,What three product types tend to have the most damages to the product?,HOOD/ROOF/DOORS/QTR PANELS/TRUNK LIDS/BUMPERS,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,HOOD/DOOR/BUMPER,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",different dealerships,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"doors, bumper covers, hoods",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"Rear hubs,",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"glass, hoods , trunk panels",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",over picks,K
Condition of Shipments,What three product types tend to have the most damages to the product?,"glass , hoods ,trunk panels",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",PART MISSING FROM MY SHIPMENT AND GETTING OTHER PARTS THAT ARE NOT FOR OUR DEALERSHIP OR MANUFACTURE.,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BUMPERS, DECK LIDS, TEXTURED PARTS.",K
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPERS, DECK LIDS, TEXTURED PARTS",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",RECEIVE PARTS FOR DIFFERENT DEALER,K
Condition of Shipments,What three product types tend to have the most damages to the product?,BUMPERS ABSORBERS LARGE PANELS,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,TRIM PIECES IN PLASTIC (LATCH'S) LAMPS,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"WINDSHIELDS - UNDERPACKED AND NOT INSPECTED BEFORE THEY ARE SHIPPED. I JUST HAD TO ORDER THREE TO GET ONE GOOD ONE, AND AM HAVING TROUBLE GETTING PAID FOR THE SECOND, DAMAGED ONE. RADIATORS/CONDENSORS - UNDERPACKED AND, ALMOST ALWAYS HAVE SOME SORT OF FIN/TUBE DAMAGE. ANY PART THAT IS SHIPPED BY COMMON CARRIER/TRACTOR TRAILER",K
Condition of Shipments,What three product types tend to have the most damages to the product?,SAME AS ABOVE,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","PARTS THAT ARE DESTINED FOR OTHER DEALERS. PLACING ALL PACKAGES IN THE SHIPPING CAGE WOULD SOLVE 80% OF THAT. MISPICKS, BUT ONLY RARELY",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPACKAGING,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,ANYTHING THAT HAS A SOLID HEAVY WEIGHT.,K
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPERS, FENDERS, QUARTER PANELS, ABSORBERS",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"air filter, cabin air filter and wheel hubs",K
Condition of Shipments,What three product types tend to have the most damages to the product?,"door latches, tail gate latches and roof mouldings",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",receive parts for different dealerships,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","MISPICKS,RECEIVED PARTS FOR DIFFERENT DEALERSHIPS",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Receive parts for different dealerships in place of parts we order.  most times a few parts/ sometimes whole orders.  Then we are told it is not a shortage because the PDC count is correct.,K
Condition of Shipments,What three product types tend to have the most damages to the product?,Same as above,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"Collision Metal, Loose parts not packed/secured well enough in larger boxes, long thin parts not protected from bending",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Receive parts for other dealerships,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"Doors, hoods quarter panels",K
Condition of Shipments,What three product types tend to have the most damages to the product?,"Doors, hoods and quarter panels",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISS PICKS,K
Condition of Shipments,What three product types tend to have the most damages to the product?,CRUSHED BOXES,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,FED EX PACKAGES DAMAGED 80% OF THE TIME,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"Body Parts, Engines, Sheet metal",K
Condition of Shipments,What three product types tend to have the most damages to the product?,Sheet Metal,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",UNDER PICKS AND NO PACKING SLIPS,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"windshields, sheet metal, bumpers",K
Condition of Shipments,What three product types tend to have the most damages to the product?,"windshields, sheet metal, bumpers",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","missing parts, receive parts or other dealerships and shorted on our orders.",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Other dealership items going into my cages were the most common.,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",ALL OF THEM OCCUR HERE.,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",ALL THE ABOVE,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,EVERTHING MOSTLY PACKING NON EXISTENT AND IS DAMAGED FROM NO PACKING INSIDE SHIPPING CONTAINER OR THERE WAS NO CONTAINER,K
Condition of Shipments,What three product types tend to have the most damages to the product?,EVERTHING,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"ENGINES, STRUTS,",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Under picks. But not really all that often.,K
Condition of Shipments,What three product types tend to have the most damages to the product?,"Doors, deck lids, oh and doors.",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"Doors, Hoods and fenders.",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",missing parts and parts for other dealers,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,any box at any given time,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,AIR FILTERS  CABIN FILTERS  DECALS AND TAPES,K
Condition of Shipments,What three product types tend to have the most damages to the product?,AIR FILTERS  CABIN FILTERS  DECALS AND TAPES,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICK,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,sheet metal fascia wrapped,K
Condition of Shipments,What three product types tend to have the most damages to the product?,dragging,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","PART NUMBER ON BOX CORRECT, PART IN BOX INCORRECT",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"DOOR SKINS, BUMPER COVERS, STEERING RACKS",K
Condition of Shipments,What three product types tend to have the most damages to the product?,"DOOR SKINS, BUMPER COVERS, STEERING RACKS",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"some of this is the way KMA packages their product. brake pads, wheel hubs in boxes that come apart, head light bulb in a box you have to cut apart. SEF has most of the package damage, but thankfully product not. last one was a Telluride Windshield.",K
Condition of Shipments,What three product types tend to have the most damages to the product?,"damages to compressors  and alternators.  the boxes are ok, the product was damaged before pdc got them. have received recall engines in black tote, the ratchet was damaged and the oil filter adaptor was bent( these were Hyundai engines, Kias do not come with the adaptor). technician corrected.",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","no packing lists. even though a box has tape that states packing list enclosed.  and please, can we stop the pink totes.  they come in with 1 or 2 parts, ( a bulb or bolt or just a packing slip when we get one.),  then they are not picked up every night.",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"bumper covers, moldings, sheet metal",K
Condition of Shipments,What three product types tend to have the most damages to the product?,"bumper covers, moldings, and sheet metal",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",we receive parts for other dealers. We get shorted parts a lot.,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Under picks,K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","UNDER PICKS,",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BUMPER COVERS, HEAVIER ITEMS, ANYTHING SHIPPED BY FED-EX",K
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPER COVERS, DOORS, HOODS, HEADLIGHTS",K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"sheet metal,large items",K
Condition of Shipments,What three product types tend to have the most damages to the product?,"large items,fragile items not packed good enough",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",mis pick,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BUMPER COVERS, WINDSHIELDS, TRUNK LIDS",K
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPER COVERS, WINDSHIELDS, TRUNK LIDS",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",SHORTAGES,K
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPERS, DOORS , BODY PANELS",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",DIFFERENT DEALERSHIP,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,WE RECEIVE MANY BODY PARTS WITH CONCEALED/NONCONCEALED DAMAGE,K
Condition of Shipments,What three product types tend to have the most damages to the product?,"windshields, sheet metal,",K
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",underpicks,K
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"windshields, panels",K
Condition of Shipments,What three product types tend to have the most damages to the product?,"hood , doors , windshield",K
